    customer_id,tenure_months,monthly_charges,usage_drop_pct,support_tickets,days_since_last_purchase,contract_type,payment_method,churn
    CUST-15571,23,36.98,0.34,2,105,Two-Year,Credit Card,1
    CUST-15572,48,43.35,0.86,1,69,Month-to-Month,Credit Card,1
    CUST-15573,2,46.35,0.26,3,96,Month-to-Month,Electronic Check,1
    CUST-15574,20,34.54,0.06,2,20,Two-Year,Electronic Check,1
    CUST-15575,59,103.23,0.35,2,107,Month-to-Month,Credit Card,1
    CUST-15576,46,148.75,0.33,2,52,Month-to-Month,Bank Transfer,1
    CUST-15577,3,134.29,0.42,0,14,Month-to-Month,Credit Card,1
    CUST-15578,55,25.93,0.5,3,77,Two-Year,Bank Transfer,1
    CUST-15579,12,75.0,0.89,1,91,One-Year,Credit Card,1
    CUST-15580,40,131.71,0.68,2,35,Month-to-Month,Credit Card,1
    CUST-15581,66,37.51,0.03,3,57,Month-to-Month,Bank Transfer,1
    CUST-15582,16,130.19,0.64,3,34,Two-Year,Bank Transfer,1
    CUST-15583,34,97.05,0.74,1,59,Month-to-Month,Bank Transfer,1
    CUST-15584,44,141.07,0.81,1,80,Month-to-Month,Electronic Check,1
    CUST-15585,6,133.89,0.38,2,28,Month-to-Month,Bank Transfer,1
    CUST-15586,64,108.01,0.28,2,43,Month-to-Month,Credit Card,1
    CUST-15587,22,105.52,0.76,2,35,Month-to-Month,Credit Card,1
    CUST-15588,18,47.71,0.7,2,15,One-Year,Credit Card,1
    CUST-15589,12,35.18,0.48,2,3,Two-Year,Electronic Check,1
    CUST-15590,52,74.0,0.11,1,91,Month-to-Month,Bank Transfer,1
    CUST-15591,51,44.26,0.59,2,27,Month-to-Month,Bank Transfer,1
    CUST-15592,71,33.31,0.06,2,115,Month-to-Month,Electronic Check,1
    CUST-15593,48,59.3,0.09,2,4,Month-to-Month,Bank Transfer,0
    CUST-15594,19,131.86,0.3,4,85,Two-Year,Credit Card,1
    CUST-15595,6,22.23,0.33,1,22,Month-to-Month,Bank Transfer,1
    CUST-15596,27,58.04,0.42,3,69,Month-to-Month,Electronic Check,1
    CUST-15597,53,75.13,0.31,0,105,Month-to-Month,Electronic Check,1
    CUST-15598,48,86.37,0.03,1,103,Month-to-Month,Bank Transfer,1
    CUST-15599,7,43.61,0.14,4,23,Month-to-Month,Electronic Check,1
    CUST-15600,59,145.35,0.1,1,87,Month-to-Month,Bank Transfer,0
    CUST-15601,69,95.25,0.39,6,13,One-Year,Bank Transfer,0
    CUST-15602,11,87.87,0.19,3,60,Month-to-Month,Credit Card,1
    CUST-15603,15,21.15,0.26,3,27,Two-Year,Bank Transfer,1
    CUST-15604,64,83.14,0.42,1,119,Month-to-Month,Bank Transfer,1
    CUST-15605,3,128.9,0.21,1,50,One-Year,Credit Card,1
    CUST-15606,69,48.55,0.22,3,79,Month-to-Month,Credit Card,1
    CUST-15607,23,65.66,0.75,1,12,Month-to-Month,Bank Transfer,1
    CUST-15608,53,22.67,0.49,1,10,Month-to-Month,Credit Card,0
    CUST-15609,37,147.0,0.77,3,49,Month-to-Month,Electronic Check,1
    CUST-15610,9,28.66,0.46,2,102,Month-to-Month,Bank Transfer,1
    CUST-15611,15,136.77,0.82,3,92,Month-to-Month,Electronic Check,1
    CUST-15612,3,60.69,0.23,1,107,Month-to-Month,Bank Transfer,1
    CUST-15613,70,96.38,0.56,0,35,One-Year,Credit Card,0
    CUST-15614,17,108.31,0.45,3,38,Month-to-Month,Credit Card,1
    CUST-15615,26,38.31,0.83,1,54,Month-to-Month,Credit Card,1
    CUST-15616,21,77.69,0.38,1,20,Month-to-Month,Bank Transfer,1
    CUST-15617,21,62.31,0.77,0,12,One-Year,Electronic Check,1
    CUST-15618,11,27.36,0.51,0,3,Two-Year,Bank Transfer,0
    CUST-15619,38,128.32,0.64,3,2,Month-to-Month,Electronic Check,1
    CUST-15620,35,25.87,0.8,0,92,Month-to-Month,Credit Card,1
    CUST-15621,14,104.92,0.9,3,22,Month-to-Month,Electronic Check,1
    CUST-15622,14,60.83,0.66,1,35,One-Year,Bank Transfer,1
    CUST-15623,10,44.98,0.28,2,109,Month-to-Month,Bank Transfer,1
    CUST-15624,12,106.72,0.27,1,116,One-Year,Credit Card,1
    CUST-15625,38,94.69,0.28,0,9,Two-Year,Bank Transfer,0
    CUST-15626,34,60.98,0.09,0,87,One-Year,Electronic Check,0
    CUST-15627,41,86.68,0.05,2,17,One-Year,Electronic Check,0
    CUST-15628,10,52.01,0.52,5,14,One-Year,Credit Card,1
    CUST-15629,17,132.28,0.73,1,116,Month-to-Month,Credit Card,1
    CUST-15630,17,60.8,0.03,0,32,Month-to-Month,Electronic Check,1
    CUST-15631,67,51.87,0.51,3,59,One-Year,Electronic Check,0
    CUST-15632,62,117.74,0.33,3,104,Month-to-Month,Bank Transfer,1
    CUST-15633,1,22.29,0.8,1,58,One-Year,Electronic Check,1
    CUST-15634,12,54.84,0.13,1,36,Month-to-Month,Bank Transfer,1
    CUST-15635,4,68.8,0.51,2,33,Month-to-Month,Bank Transfer,1
    CUST-15636,42,134.69,0.87,0,74,Two-Year,Bank Transfer,1
    CUST-15637,13,143.56,0.31,3,64,Month-to-Month,Bank Transfer,1
    CUST-15638,4,113.14,0.67,2,13,Two-Year,Credit Card,1
    CUST-15639,69,84.03,0.79,3,34,Two-Year,Bank Transfer,1
    CUST-15640,19,103.28,0.17,0,5,Two-Year,Bank Transfer,0
    CUST-15641,2,73.82,0.89,2,70,Month-to-Month,Bank Transfer,1
    CUST-15642,12,58.85,0.73,2,33,Two-Year,Bank Transfer,1
    CUST-15643,6,143.59,0.12,1,5,Month-to-Month,Electronic Check,1
    CUST-15644,8,35.0,0.28,2,88,Month-to-Month,Electronic Check,1
    CUST-15645,51,65.03,0.56,0,111,Month-to-Month,Electronic Check,1
    CUST-15646,11,136.88,0.8,3,72,Month-to-Month,Bank Transfer,1
    CUST-15647,63,114.01,0.18,2,18,Month-to-Month,Credit Card,0
    CUST-15648,57,23.78,0.66,0,89,Month-to-Month,Credit Card,1
    CUST-15649,12,23.0,0.24,1,18,Two-Year,Bank Transfer,0
    CUST-15650,2,87.15,0.72,1,100,Two-Year,Credit Card,1
    CUST-15651,8,82.95,0.62,2,26,One-Year,Electronic Check,1
    CUST-15652,11,77.59,0.47,0,84,Month-to-Month,Electronic Check,1
    CUST-15653,53,59.3,0.58,1,20,Month-to-Month,Credit Card,1
    CUST-15654,10,148.26,0.79,1,103,Month-to-Month,Credit Card,1
    CUST-15655,8,55.36,0.35,6,104,One-Year,Bank Transfer,1
    CUST-15656,36,83.71,0.69,3,88,Two-Year,Electronic Check,1
    CUST-15657,14,72.64,0.14,4,84,Two-Year,Credit Card,1
    CUST-15658,54,42.13,0.63,3,109,Two-Year,Credit Card,1
    CUST-15659,21,46.34,0.68,2,4,Month-to-Month,Bank Transfer,1
    CUST-15660,50,139.38,0.4,1,22,Month-to-Month,Electronic Check,1
    CUST-15661,39,131.58,0.71,2,89,Month-to-Month,Credit Card,1
    CUST-15662,20,45.88,0.5,2,85,Month-to-Month,Bank Transfer,1
    CUST-15663,7,133.84,0.84,1,82,One-Year,Bank Transfer,1
    CUST-15664,9,47.19,0.1,2,109,Two-Year,Credit Card,1
    CUST-15665,1,101.45,0.12,2,110,Month-to-Month,Bank Transfer,1
    CUST-15666,26,30.57,0.76,2,73,Two-Year,Electronic Check,1
    CUST-15667,38,134.45,0.76,2,108,Month-to-Month,Electronic Check,1
    CUST-15668,38,26.7,0.42,3,9,One-Year,Credit Card,0
    CUST-15669,61,92.14,0.87,0,59,Month-to-Month,Electronic Check,1
    CUST-15670,44,121.36,0.61,1,33,Month-to-Month,Electronic Check,1
    CUST-15671,44,35.19,0.88,5,105,One-Year,Electronic Check,1
    CUST-15672,62,72.58,0.48,0,7,Month-to-Month,Credit Card,0
    CUST-15673,6,25.45,0.18,3,33,Month-to-Month,Electronic Check,1
    CUST-15674,17,108.76,0.4,1,66,One-Year,Bank Transfer,1
    CUST-15675,51,59.97,0.88,4,114,Month-to-Month,Electronic Check,1
    CUST-15676,38,92.72,0.33,3,72,Two-Year,Electronic Check,1
    CUST-15677,24,141.26,0.86,1,97,Two-Year,Electronic Check,1
    CUST-15678,51,59.76,0.72,4,59,Month-to-Month,Credit Card,1
    CUST-15679,10,26.32,0.4,1,35,Month-to-Month,Credit Card,1
    CUST-15680,21,107.83,0.49,1,93,Month-to-Month,Bank Transfer,1
    CUST-15681,70,122.29,0.55,2,32,Month-to-Month,Electronic Check,1
    CUST-15682,57,144.52,0.6,4,1,Month-to-Month,Electronic Check,1
    CUST-15683,39,40.51,0.07,1,117,Month-to-Month,Electronic Check,1
    CUST-15684,33,70.98,0.84,3,95,Two-Year,Electronic Check,1
    CUST-15685,59,129.74,0.54,1,52,Month-to-Month,Bank Transfer,1
    CUST-15686,18,124.89,0.84,3,35,Month-to-Month,Bank Transfer,1
    CUST-15687,56,101.22,0.57,1,40,One-Year,Electronic Check,0
    CUST-15688,57,55.02,0.39,3,44,One-Year,Electronic Check,0
    CUST-15689,48,56.92,0.51,6,39,Two-Year,Bank Transfer,1
    CUST-15690,42,36.12,0.75,0,20,One-Year,Electronic Check,0
    CUST-15691,27,139.84,0.29,2,97,Month-to-Month,Electronic Check,1
    CUST-15692,52,42.48,0.86,2,87,Two-Year,Electronic Check,1
    CUST-15693,42,94.48,0.42,1,3,Month-to-Month,Credit Card,1
    CUST-15694,32,95.97,0.86,1,53,Two-Year,Electronic Check,1
    CUST-15695,26,68.05,0.79,1,12,Month-to-Month,Credit Card,1
    CUST-15696,25,65.83,0.69,5,8,Month-to-Month,Electronic Check,1
    CUST-15697,23,106.92,0.42,2,64,One-Year,Electronic Check,1
    CUST-15698,57,70.48,0.53,1,41,Month-to-Month,Credit Card,1
    CUST-15699,52,53.17,0.75,2,111,Month-to-Month,Credit Card,1
    CUST-15700,31,71.89,0.49,4,11,One-Year,Credit Card,1
    CUST-15701,64,125.0,0.66,1,26,Month-to-Month,Credit Card,0
    CUST-15702,71,145.64,0.71,4,87,Month-to-Month,Bank Transfer,1
    CUST-15703,33,102.67,0.46,2,38,Month-to-Month,Credit Card,1
    CUST-15704,2,121.67,0.48,0,5,Two-Year,Bank Transfer,0
    CUST-15705,18,89.27,0.18,2,32,Month-to-Month,Electronic Check,1
    CUST-15706,47,101.23,0.22,2,69,One-Year,Electronic Check,0
    CUST-15707,33,148.45,0.81,1,112,Month-to-Month,Bank Transfer,1
    CUST-15708,35,76.99,0.76,3,15,Month-to-Month,Electronic Check,1
    CUST-15709,51,28.61,0.01,1,61,Month-to-Month,Electronic Check,1
    CUST-15710,18,144.41,0.78,1,107,One-Year,Bank Transfer,1
    CUST-15711,30,123.1,0.02,2,52,Month-to-Month,Electronic Check,1
    CUST-15712,44,71.78,0.41,1,87,Month-to-Month,Credit Card,1
    CUST-15713,53,147.71,0.06,4,113,Month-to-Month,Credit Card,1
    CUST-15714,10,64.92,0.87,3,28,Two-Year,Credit Card,1
    CUST-15715,52,68.38,0.88,1,19,Two-Year,Bank Transfer,1
    CUST-15716,49,99.27,0.55,2,54,Month-to-Month,Electronic Check,1
    CUST-15717,11,55.67,0.35,3,81,Month-to-Month,Credit Card,1
    CUST-15718,66,110.81,0.46,2,15,One-Year,Bank Transfer,0
    CUST-15719,58,39.87,0.69,3,13,Two-Year,Bank Transfer,1
    CUST-15720,36,34.04,0.2,1,87,Month-to-Month,Credit Card,1
    CUST-15721,33,89.53,0.4,1,82,One-Year,Electronic Check,1
    CUST-15722,47,92.21,0.66,0,23,Two-Year,Electronic Check,0
    CUST-15723,13,33.87,0.36,4,80,Month-to-Month,Bank Transfer,1
    CUST-15724,40,145.34,0.03,2,62,Month-to-Month,Bank Transfer,1
    CUST-15725,68,94.53,0.46,5,84,Month-to-Month,Bank Transfer,1
    CUST-15726,42,39.63,0.66,3,25,Two-Year,Credit Card,1
    CUST-15727,19,60.49,0.88,2,32,One-Year,Electronic Check,1
    CUST-15728,19,124.03,0.03,0,21,Month-to-Month,Credit Card,0
    CUST-15729,58,88.02,0.49,3,1,Month-to-Month,Electronic Check,1
    CUST-15730,23,44.46,0.4,2,28,One-Year,Bank Transfer,1
    CUST-15731,54,33.37,0.22,4,91,Month-to-Month,Electronic Check,1
    CUST-15732,65,76.0,0.57,1,116,Month-to-Month,Credit Card,1
    CUST-15733,12,63.86,0.15,2,91,Month-to-Month,Bank Transfer,1
    CUST-15734,24,105.27,0.26,5,109,Month-to-Month,Electronic Check,1
    CUST-15735,34,140.28,0.7,3,100,Month-to-Month,Credit Card,1
    CUST-15736,53,52.2,0.41,3,12,One-Year,Bank Transfer,0
    CUST-15737,8,131.18,0.89,5,79,One-Year,Electronic Check,1
    CUST-15738,18,139.66,0.35,3,20,One-Year,Electronic Check,1
    CUST-15739,57,137.26,0.42,2,108,Two-Year,Credit Card,1
    CUST-15740,5,143.77,0.27,2,83,Month-to-Month,Bank Transfer,1
    CUST-15741,26,129.47,0.21,2,51,Month-to-Month,Electronic Check,1
    CUST-15742,30,97.15,0.83,1,26,Month-to-Month,Bank Transfer,1
    CUST-15743,54,73.28,0.67,1,111,Month-to-Month,Bank Transfer,1
    CUST-15744,13,83.92,0.3,1,85,Two-Year,Credit Card,1
    CUST-15745,29,133.44,0.63,0,101,Month-to-Month,Bank Transfer,1
    CUST-15746,3,59.18,0.87,2,43,Month-to-Month,Bank Transfer,1
    CUST-15747,58,40.7,0.07,0,50,Month-to-Month,Electronic Check,0
    CUST-15748,2,38.31,0.24,2,74,Month-to-Month,Credit Card,1
    CUST-15749,28,127.51,0.18,5,28,Month-to-Month,Bank Transfer,1
    CUST-15750,2,118.99,0.78,0,26,Month-to-Month,Credit Card,1
    CUST-15751,7,84.69,0.16,3,77,Month-to-Month,Bank Transfer,1
    CUST-15752,26,55.73,0.28,0,25,Month-to-Month,Electronic Check,0
    CUST-15753,16,108.09,0.49,1,115,Month-to-Month,Electronic Check,1
    CUST-15754,23,25.0,0.56,2,31,One-Year,Credit Card,1
    CUST-15755,40,93.87,0.73,5,84,Month-to-Month,Credit Card,1
    CUST-15756,60,71.8,0.37,2,79,Two-Year,Bank Transfer,0
    CUST-15757,32,147.12,0.48,0,18,Month-to-Month,Bank Transfer,1
    CUST-15758,15,85.98,0.87,2,40,Month-to-Month,Electronic Check,1
    CUST-15759,13,91.79,0.27,3,87,One-Year,Electronic Check,1
    CUST-15760,5,112.61,0.22,0,67,Two-Year,Electronic Check,1
    CUST-15761,52,82.99,0.64,0,63,Month-to-Month,Electronic Check,1
    CUST-15762,41,49.19,0.69,4,11,One-Year,Bank Transfer,1
    CUST-15763,53,89.85,0.37,3,27,One-Year,Bank Transfer,0
    CUST-15764,50,142.75,0.19,2,37,One-Year,Bank Transfer,0
    CUST-15765,15,73.29,0.7,3,12,Month-to-Month,Electronic Check,1
    CUST-15766,7,108.35,0.6,3,97,One-Year,Bank Transfer,1
    CUST-15767,40,147.14,0.79,1,28,Month-to-Month,Credit Card,1
    CUST-15768,28,127.89,0.76,1,6,Month-to-Month,Electronic Check,1
    CUST-15769,32,105.67,0.18,3,70,One-Year,Bank Transfer,1
    CUST-15770,15,115.68,0.75,2,44,One-Year,Bank Transfer,1
    CUST-15771,70,141.74,0.16,1,85,Two-Year,Electronic Check,0
    CUST-15772,65,144.77,0.78,2,89,Month-to-Month,Bank Transfer,1
    CUST-15773,4,145.97,0.69,0,47,Month-to-Month,Credit Card,1
    CUST-15774,11,101.33,0.51,0,36,Month-to-Month,Credit Card,1
    CUST-15775,26,70.01,0.58,5,82,Month-to-Month,Electronic Check,1
    CUST-15776,61,37.31,0.09,0,44,Month-to-Month,Bank Transfer,0
    CUST-15777,37,70.12,0.04,1,103,Month-to-Month,Credit Card,1
    CUST-15778,23,142.58,0.3,2,69,Month-to-Month,Bank Transfer,1
    CUST-15779,40,135.67,0.74,2,23,One-Year,Credit Card,1
    CUST-15780,23,88.08,0.42,1,23,Month-to-Month,Credit Card,1
    CUST-15781,16,89.81,0.2,4,87,Month-to-Month,Credit Card,1
    CUST-15782,61,60.16,0.75,1,35,Two-Year,Electronic Check,0
    CUST-15783,68,79.09,0.21,5,93,Month-to-Month,Bank Transfer,1
    CUST-15784,31,112.88,0.73,7,69,Month-to-Month,Electronic Check,1
    CUST-15785,53,72.32,0.41,1,61,Month-to-Month,Credit Card,1
    CUST-15786,25,44.44,0.42,2,81,One-Year,Electronic Check,1
    CUST-15787,44,90.31,0.25,2,38,Month-to-Month,Electronic Check,1
    CUST-15788,12,49.29,0.81,3,52,Month-to-Month,Bank Transfer,1
    CUST-15789,9,146.66,0.08,1,2,Two-Year,Electronic Check,0
    CUST-15790,12,70.74,0.13,2,19,One-Year,Bank Transfer,0
    CUST-15791,69,138.26,0.57,0,111,One-Year,Credit Card,0
    CUST-15792,54,49.32,0.77,4,63,Month-to-Month,Electronic Check,1
    CUST-15793,54,44.6,0.09,4,67,Month-to-Month,Credit Card,1
    CUST-15794,28,100.2,0.66,2,94,Two-Year,Credit Card,1
    CUST-15795,56,121.32,0.67,2,97,One-Year,Electronic Check,1
    CUST-15796,69,93.68,0.52,3,23,Month-to-Month,Credit Card,1
    CUST-15797,58,49.87,0.44,0,26,Two-Year,Electronic Check,0
    CUST-15798,42,24.93,0.29,0,30,Month-to-Month,Bank Transfer,0
    CUST-15799,38,100.38,0.32,2,19,Month-to-Month,Credit Card,1
    CUST-15800,68,37.03,0.61,2,39,One-Year,Bank Transfer,0
    CUST-15801,53,64.61,0.06,0,90,Month-to-Month,Credit Card,1
    CUST-15802,33,107.85,0.53,1,96,Month-to-Month,Bank Transfer,1
    CUST-15803,71,32.74,0.25,3,106,Two-Year,Credit Card,1
    CUST-15804,56,36.54,0.42,3,28,Month-to-Month,Bank Transfer,1
    CUST-15805,51,28.02,0.5,0,73,Month-to-Month,Credit Card,1
    CUST-15806,43,149.49,0.8,2,61,Two-Year,Electronic Check,1
    CUST-15807,15,70.32,0.52,0,48,Two-Year,Credit Card,1
    CUST-15808,38,137.75,0.2,3,95,Month-to-Month,Credit Card,1
    CUST-15809,15,58.17,0.07,1,79,Month-to-Month,Electronic Check,1
    CUST-15810,5,117.92,0.56,0,96,Two-Year,Bank Transfer,1
    CUST-15811,54,48.48,0.49,2,13,Month-to-Month,Bank Transfer,1
    CUST-15812,51,84.78,0.6,0,86,Month-to-Month,Credit Card,1
    CUST-15813,10,127.2,0.41,3,104,Month-to-Month,Credit Card,1
    CUST-15814,12,126.12,0.74,4,11,Month-to-Month,Electronic Check,1
    CUST-15815,4,123.26,0.83,0,97,Month-to-Month,Electronic Check,1
    CUST-15816,18,127.09,0.04,3,88,Month-to-Month,Electronic Check,1
    CUST-15817,36,47.49,0.67,3,40,Month-to-Month,Bank Transfer,1
    CUST-15818,25,82.69,0.03,2,108,One-Year,Electronic Check,0
    CUST-15819,36,83.03,0.4,2,51,Month-to-Month,Credit Card,1
    CUST-15820,67,135.77,0.42,2,70,Month-to-Month,Electronic Check,1
    CUST-15821,9,58.6,0.63,4,80,One-Year,Electronic Check,1
    CUST-15822,61,141.09,0.32,3,30,One-Year,Credit Card,0
    CUST-15823,53,78.6,0.74,1,30,Two-Year,Bank Transfer,0
    CUST-15824,18,107.07,0.31,3,78,Month-to-Month,Bank Transfer,1
    CUST-15825,43,54.95,0.31,2,54,Month-to-Month,Electronic Check,1
    CUST-15826,35,73.34,0.2,6,7,Month-to-Month,Electronic Check,1
    CUST-15827,63,112.27,0.62,2,67,One-Year,Credit Card,1
    CUST-15828,4,86.66,0.07,1,95,Month-to-Month,Bank Transfer,1
    CUST-15829,41,140.99,0.33,1,10,Two-Year,Electronic Check,0
    CUST-15830,45,115.83,0.24,3,97,Two-Year,Electronic Check,1
    CUST-15831,50,93.37,0.21,1,61,Month-to-Month,Electronic Check,1
    CUST-15832,28,135.27,0.05,2,102,Two-Year,Credit Card,1
    CUST-15833,42,106.52,0.17,2,37,Month-to-Month,Electronic Check,1
    CUST-15834,69,104.15,0.4,3,15,Month-to-Month,Credit Card,1
    CUST-15835,1,52.03,0.45,2,50,Month-to-Month,Bank Transfer,1
    CUST-15836,39,71.33,0.24,3,4,Month-to-Month,Credit Card,1
    CUST-15837,17,108.83,0.59,1,101,Month-to-Month,Bank Transfer,1
    CUST-15838,35,135.93,0.3,2,42,Month-to-Month,Credit Card,1
    CUST-15839,46,61.02,0.33,4,68,One-Year,Electronic Check,1
    CUST-15840,42,48.01,0.7,0,10,Month-to-Month,Electronic Check,1
    CUST-15841,39,97.18,0.5,2,116,Month-to-Month,Bank Transfer,1
    CUST-15842,49,28.74,0.86,1,22,Month-to-Month,Electronic Check,1
    CUST-15843,62,112.89,0.32,4,31,One-Year,Electronic Check,0
    CUST-15844,38,111.41,0.75,0,100,Month-to-Month,Electronic Check,1
    CUST-15845,23,66.15,0.66,4,76,Two-Year,Bank Transfer,1
    CUST-15846,22,136.05,0.8,3,73,Two-Year,Credit Card,1
    CUST-15847,4,85.28,0.86,2,28,Two-Year,Credit Card,1
    CUST-15848,49,103.95,0.01,0,98,Month-to-Month,Bank Transfer,0
    CUST-15849,59,47.25,0.08,2,69,Month-to-Month,Bank Transfer,0
    CUST-15850,68,74.25,0.61,2,94,Month-to-Month,Electronic Check,1
    CUST-15851,71,132.11,0.35,2,80,Two-Year,Credit Card,1
    CUST-15852,2,47.68,0.74,2,19,Month-to-Month,Bank Transfer,1
    CUST-15853,49,70.77,0.01,2,78,Month-to-Month,Credit Card,1
    CUST-15854,31,61.35,0.73,0,47,One-Year,Bank Transfer,1
    CUST-15855,40,39.64,0.12,4,115,Month-to-Month,Bank Transfer,1
    CUST-15856,48,57.66,0.26,0,24,One-Year,Electronic Check,0
    CUST-15857,51,50.26,0.87,1,56,Month-to-Month,Credit Card,1
    CUST-15858,43,140.07,0.05,0,114,Month-to-Month,Credit Card,1
    CUST-15859,55,116.34,0.31,4,11,Month-to-Month,Bank Transfer,1
    CUST-15860,49,61.09,0.08,3,77,Month-to-Month,Bank Transfer,1
    CUST-15861,57,119.23,0.77,5,74,Month-to-Month,Bank Transfer,1
    CUST-15862,15,22.88,0.63,0,93,One-Year,Bank Transfer,1
    CUST-15863,27,88.45,0.72,1,103,Two-Year,Electronic Check,1
    CUST-15864,68,52.54,0.47,4,91,One-Year,Electronic Check,1
    CUST-15865,64,34.86,0.32,3,54,Month-to-Month,Bank Transfer,1
    CUST-15866,30,134.89,0.0,0,59,Month-to-Month,Electronic Check,1
    CUST-15867,36,45.91,0.25,2,65,Month-to-Month,Credit Card,1
    CUST-15868,67,126.91,0.46,2,32,Two-Year,Credit Card,0
    CUST-15869,49,73.72,0.6,3,18,Month-to-Month,Bank Transfer,1
    CUST-15870,55,21.86,0.21,2,4,Month-to-Month,Electronic Check,0
    CUST-15871,56,115.23,0.13,2,80,Month-to-Month,Electronic Check,1
    CUST-15872,68,97.53,0.18,1,82,Two-Year,Bank Transfer,0
    CUST-15873,44,64.74,0.32,1,85,Month-to-Month,Electronic Check,1
    CUST-15874,31,56.6,0.13,1,51,One-Year,Credit Card,0
    CUST-15875,58,29.58,0.14,2,47,Month-to-Month,Credit Card,0
    CUST-15876,53,142.39,0.04,0,54,Month-to-Month,Credit Card,0
    CUST-15877,23,84.22,0.77,1,25,One-Year,Credit Card,1
    CUST-15878,28,31.12,0.2,5,10,One-Year,Bank Transfer,1
    CUST-15879,16,132.93,0.74,0,7,Two-Year,Electronic Check,1
    CUST-15880,37,56.25,0.39,2,117,One-Year,Electronic Check,1
    CUST-15881,21,46.47,0.57,1,65,Month-to-Month,Credit Card,1
    CUST-15882,17,56.52,0.07,3,97,Month-to-Month,Electronic Check,1
    CUST-15883,37,93.39,0.53,4,97,One-Year,Credit Card,1
    CUST-15884,19,29.63,0.26,0,19,One-Year,Bank Transfer,0
    CUST-15885,30,82.63,0.09,2,7,Two-Year,Bank Transfer,0
    CUST-15886,45,136.45,0.82,0,111,Month-to-Month,Bank Transfer,1
    CUST-15887,18,44.46,0.54,1,45,One-Year,Credit Card,1
    CUST-15888,62,63.05,0.22,2,105,Month-to-Month,Credit Card,1
    CUST-15889,36,71.5,0.38,2,78,Month-to-Month,Bank Transfer,1
    CUST-15890,52,96.21,0.32,2,38,Month-to-Month,Electronic Check,1
    CUST-15891,19,139.5,0.63,3,7,One-Year,Electronic Check,1
    CUST-15892,44,71.29,0.55,2,46,Two-Year,Electronic Check,1
    CUST-15893,7,28.99,0.02,1,107,Month-to-Month,Credit Card,1
    CUST-15894,44,65.23,0.18,2,67,Two-Year,Credit Card,0
    CUST-15895,68,44.71,0.43,1,75,Month-to-Month,Credit Card,1
    CUST-15896,34,104.73,0.4,3,8,Month-to-Month,Electronic Check,1
    CUST-15897,66,23.8,0.47,3,90,One-Year,Bank Transfer,1
    CUST-15898,69,57.95,0.64,4,102,Month-to-Month,Electronic Check,1
    CUST-15899,55,90.87,0.61,1,3,Month-to-Month,Bank Transfer,1
    CUST-15900,10,56.05,0.34,2,93,Two-Year,Bank Transfer,1
    CUST-15901,42,91.63,0.79,0,12,One-Year,Credit Card,0
    CUST-15902,41,34.91,0.06,2,82,Two-Year,Electronic Check,0
    CUST-15903,69,142.56,0.53,1,43,Two-Year,Bank Transfer,0
    CUST-15904,10,57.82,0.85,2,7,Two-Year,Credit Card,1
    CUST-15905,10,139.99,0.49,2,94,Month-to-Month,Credit Card,1
    CUST-15906,60,62.36,0.41,4,106,Two-Year,Electronic Check,1
    CUST-15907,51,121.64,0.12,0,48,Two-Year,Credit Card,0
    CUST-15908,21,52.0,0.73,4,80,Month-to-Month,Electronic Check,1
    CUST-15909,8,107.07,0.34,4,111,Two-Year,Credit Card,1
    CUST-15910,65,62.08,0.63,0,45,One-Year,Electronic Check,0
    CUST-15911,30,86.19,0.18,4,25,One-Year,Credit Card,0
    CUST-15912,49,107.6,0.04,1,4,Month-to-Month,Bank Transfer,0
    CUST-15913,9,96.55,0.27,0,4,Month-to-Month,Electronic Check,1
    CUST-15914,17,94.92,0.25,0,102,One-Year,Bank Transfer,1
    CUST-15915,69,28.54,0.79,0,50,Month-to-Month,Electronic Check,1
    CUST-15916,58,52.38,0.78,1,58,Month-to-Month,Electronic Check,1
    CUST-15917,57,94.34,0.48,1,65,Month-to-Month,Electronic Check,1
    CUST-15918,62,22.38,0.02,7,106,Two-Year,Credit Card,1
    CUST-15919,52,52.58,0.21,3,67,Month-to-Month,Bank Transfer,1
    CUST-15920,61,49.79,0.58,3,28,One-Year,Credit Card,1
    CUST-15921,40,52.48,0.09,4,110,Two-Year,Electronic Check,1
    CUST-15922,38,89.63,0.63,3,75,Month-to-Month,Bank Transfer,1
    CUST-15923,43,95.65,0.01,3,37,Month-to-Month,Bank Transfer,1
    CUST-15924,63,138.17,0.61,2,2,Month-to-Month,Electronic Check,1
    CUST-15925,19,70.18,0.76,3,73,Two-Year,Credit Card,1
    CUST-15926,50,140.46,0.42,3,61,Month-to-Month,Bank Transfer,1
    CUST-15927,33,104.75,0.75,1,81,One-Year,Bank Transfer,1
    CUST-15928,13,138.65,0.7,2,96,One-Year,Bank Transfer,1
    CUST-15929,62,128.35,0.6,1,51,Month-to-Month,Credit Card,1
    CUST-15930,43,109.39,0.4,1,31,One-Year,Bank Transfer,0
    CUST-15931,49,66.29,0.24,1,85,Month-to-Month,Electronic Check,1
    CUST-15932,36,51.34,0.77,5,81,Month-to-Month,Credit Card,1
    CUST-15933,10,48.91,0.58,1,116,Month-to-Month,Electronic Check,1
    CUST-15934,6,143.78,0.72,0,106,Month-to-Month,Bank Transfer,1
    CUST-15935,57,144.61,0.5,4,81,Month-to-Month,Electronic Check,1
    CUST-15936,1,114.23,0.15,1,43,Month-to-Month,Electronic Check,1
